Post_ID,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Engagement_Rate,Viral_Score,Viral_Level,Is_High_Viral
POST_00197,LinkedIn,Post,Technology,1959,93,21,12052,104,1.78,38.4113545816733,Low,False
POST_00274,YouTube,Community Post,Gaming,14782,900,364,128922,2355,4.07,47.94363256784968,Low,False
POST_04484,Facebook,Video,Health,5338,211,17,53912,169,1.62,26.04674796747968,Low,False
POST_01034,Instagram,Reel,Technology,4847,240,38,17667,814,73.36,47.437646141855026,Low,False
POST_00094,Facebook,Post,Education,3229,197,855,26030,402,1.36,60.77489837398373,Moderate,False
POST_02294,Facebook,Live,Gaming,5203,370,613,42505,247,3.66,55.89430894308942,Moderate,False
POST_03340,LinkedIn,Post,Entertainment,875,31,337,11236,262,0.41,62.91832669322708,Moderate,False
POST_00080,Instagram,Carousel,Health,5856,263,212,9974,623,5.08,63.4353078721746,Moderate,False
POST_00701,Facebook,Live,Education,527,395,898,1504,340,1.41,61.999491869918685,Moderate,False
POST_02221,LinkedIn,Document,Gaming,933,78,381,11982,150,0.3,58.74999999999999,Moderate,False
POST_02292,Twitter,Retweet,Lifestyle,4715,275,305,92246,84,14.83,38.88581488933602,Low,False
POST_01603,Instagram,Photo,Fashion,9636,261,186,30993,963,3.66,77.52143413873733,Very High,True
POST_00545,Facebook,Post,Fashion,4383,236,340,27832,31,1.15,30.167682926829265,Low,False
POST_01158,TikTok,Duet,Food,38837,1982,4006,261196,2122,11.53,78.3278364116095,Very High,True
POST_02937,TikTok,Duet,Sports,36289,129,1118,199549,2771,13.21,50.90369393139842,Moderate,False
POST_01969,Twitter,Tweet,Travel,1624,137,100,82014,378,0.5,39.59758551307847,Low,False
POST_01923,Facebook,Post,Business,673,141,369,70889,382,0.41,36.138211382113816,Low,False
POST_02213,Instagram,Reel,Business,3143,260,192,26549,985,1.22,69.79150428682775,High,True
POST_04744,YouTube,Video,Health,10320,263,1708,758079,4423,9.56,72.50521920668058,High,True
POST_03914,YouTube,Video,Lifestyle,9701,862,302,697974,3004,5.73,46.27870563674322,Low,False
POST_01626,LinkedIn,Article,Fashion,1301,140,290,18119,181,0.57,64.00398406374501,High,True
POST_04856,Instagram,Reel,Health,8468,367,57,42051,33,68.97,31.775136399064692,Low,False
POST_00402,YouTube,Community Post,Travel,2703,435,1148,39575,3212,1.26,51.75887265135699,Moderate,False
POST_00250,TikTok,Stitch,Travel,35677,883,4696,484177,2467,28.4,77.54287598944592,Very High,True
POST_01112,Instagram,Photo,Food,550,130,53,8583,112,0.71,14.902572096648479,Low,False
POST_01909,Twitter,Retweet,Gaming,665,291,724,84442,105,0.45,36.38329979879275,Low,False
POST_04007,Twitter,Thread,Health,4604,88,1792,43950,226,7.72,65.26911468812877,High,True
POST_02129,TikTok,Stitch,Technology,20677,1922,683,183373,2882,16.07,57.98812664907651,Moderate,False
POST_02337,Facebook,Video,Education,4511,300,934,74109,260,1.82,63.879573170731696,Moderate,False
POST_00772,TikTok,Video,Gaming,19046,814,961,116119,2495,14.63,46.03891820580475,Low,False
POST_01957,Facebook,Video,Business,6731,226,332,46443,81,8.47,36.0594512195122,Low,False
POST_02049,Facebook,Live,Entertainment,4505,145,744,62778,82,4.88,43.8160569105691,Low,False
POST_00145,Twitter,Tweet,Gaming,581,111,1484,76863,24,1.21,34.94215291750503,Low,False
POST_04399,Instagram,Reel,Entertainment,1039,68,98,11155,914,0.36,46.77708495713172,Low,False
POST_01040,Twitter,Thread,Travel,4581,98,1126,17673,360,1.28,63.41800804828973,Moderate,False
POST_01525,Facebook,Story,Fitness,7968,386,379,72685,496,2.18,64.83739837398373,High,True
POST_03676,Twitter,Tweet,Health,649,96,1475,45874,266,0.58,51.27766599597585,Moderate,False
POST_00005,Instagram,Reel,Education,865,432,174,15566,473,0.48,50.46960249415432,Moderate,False
POST_01214,TikTok,Video,Sports,46364,167,3713,349162,2338,72.38,67.76055408970976,High,True
POST_02004,Instagram,Story,Fitness,1255,9,146,26447,488,1.1,35.639127045985965,Low,False
POST_04847,YouTube,Live,Fashion,1968,246,496,146354,259,1.28,16.73277661795407,Low,False
POST_01307,LinkedIn,Article,Food,284,53,180,10648,244,0.49,47.80876494023904,Low,False
POST_01457,LinkedIn,Poll,Food,1336,34,3,17245,199,0.33,36.66334661354582,Low,False
POST_01111,TikTok,Duet,Fitness,11321,1877,2355,106978,530,215.24,38.7401055408971,Low,False
POST_03117,LinkedIn,Post,Lifestyle,1275,14,253,15189,288,0.56,61.15039840637451,Moderate,False
POST_02813,LinkedIn,Article,Education,1482,143,85,2761,38,0.46,35.34362549800797,Low,False
POST_04571,Facebook,Video,Technology,1220,59,654,27750,536,2.77,51.349085365853654,Moderate,False
POST_00257,YouTube,Community Post,Gaming,15863,406,1495,546042,4321,4.06,74.01356993736951,High,True
POST_01397,Twitter,Retweet,Fashion,3540,213,1104,54648,147,2.58,50.905432595573444,Moderate,False
POST_02621,TikTok,Video,Food,37378,403,3706,296544,407,15.01,43.321240105540895,Low,False
POST_01010,Facebook,Story,Entertainment,828,261,802,22452,397,0.39,56.81910569105691,Moderate,False
POST_03414,Twitter,Tweet,Travel,4344,218,1292,9752,356,3.46,71.74547283702213,High,True
POST_02756,Twitter,Poll,Health,21,147,534,28955,457,0.47,49.25553319919517,Low,False
POST_02230,Twitter,Retweet,Health,1867,96,177,38336,447,1.0,45.12826961770623,Low,False
POST_04345,Facebook,Story,Business,3564,222,463,69574,329,0.86,44.98983739837398,Low,False
POST_03095,Instagram,Reel,Lifestyle,9405,371,129,40786,156,2.71,46.245128604832416,Low,False
POST_00237,Twitter,Poll,Fitness,3901,152,1866,2999,6,3.42,52.41197183098591,Moderate,False
POST_01800,Instagram,Carousel,Education,664,11,165,36758,481,0.22,36.56858924395947,Low,False
POST_02786,Instagram,Story,Food,1415,181,131,5252,92,0.57,26.264614185502726,Low,False
POST_02019,Instagram,Story,Gaming,8850,313,213,2864,194,2.24,54.36477007014808,Moderate,False
POST_00407,Twitter,Thread,Fitness,3350,206,1454,12218,428,2.55,76.40845070422534,High,True
POST_04608,Instagram,Story,Fitness,348,343,105,16661,971,0.24,57.22915042868277,Moderate,False
POST_02018,TikTok,Duet,Fitness,46013,1368,2181,102052,968,46.41,49.84828496042216,Low,False
POST_02348,Twitter,Thread,Entertainment,2858,4,1157,37994,232,1.22,45.18863179074447,Low,False
POST_01215,LinkedIn,Poll,Travel,1524,122,118,7763,238,0.56,58.70019920318725,Moderate,False
POST_00397,TikTok,Stitch,Technology,44520,856,1943,438714,2661,30.23,63.01451187335092,Moderate,False
POST_00108,TikTok,Stitch,Education,43127,1302,352,141746,956,43.38,34.87467018469657,Low,False
POST_01496,LinkedIn,Poll,Fitness,730,125,114,11508,222,0.29,50.92629482071713,Moderate,False
POST_04414,Facebook,Live,Travel,852,130,536,66502,243,9.17,35.355691056910565,Low,False
POST_00326,LinkedIn,Document,Food,113,77,205,3067,286,0.29,55.353585657370516,Moderate,False
POST_01518,TikTok,Duet,Fashion,1119,987,3548,287414,2185,2.7,57.100923482849595,Moderate,False
POST_00819,Instagram,Story,Education,2896,159,187,26508,78,1.42,33.94777864380358,Low,False
POST_03125,LinkedIn,Document,Lifestyle,1151,91,341,14612,285,3.65,73.53585657370517,High,True
POST_02389,LinkedIn,Post,Fitness,744,70,228,11507,184,0.9,49.133466135458164,Low,False
POST_01687,YouTube,Community Post,Gaming,9820,682,1587,385891,2523,2.81,63.64300626304802,Moderate,False
POST_04945,TikTok,Video,Fitness,35901,745,2956,207267,1031,8.78,47.63192612137203,Low,False
POST_00162,Facebook,Post,Technology,5680,222,946,18813,770,3.78,86.03150406504064,Very High,True
POST_03199,Instagram,Reel,Health,6102,308,69,18526,343,6.8,38.26188620420888,Low,False
POST_00571,Facebook,Story,Fashion,4504,250,899,17262,392,1.62,66.51676829268293,High,True
POST_00362,Facebook,Post,Travel,5109,241,585,47909,227,1.49,48.676321138211385,Low,False
POST_01257,Instagram,Carousel,Gaming,750,61,110,18424,994,0.21,50.65081839438814,Moderate,False
POST_04411,Instagram,Story,Fitness,6862,44,174,17770,403,6.03,45.321512081060014,Low,False
POST_03398,TikTok,Stitch,Education,18101,588,3736,387907,1126,15.49,48.133245382585756,Low,False
POST_00413,YouTube,Live,Technology,15584,750,958,61155,2362,12.91,57.19728601252609,Moderate,False
POST_02807,TikTok,Duet,Sports,12371,1106,4327,299319,773,9.16,49.32058047493404,Low,False
POST_04016,Twitter,Retweet,Health,4181,288,1204,98510,47,7.04,51.23993963782696,Moderate,False
POST_01140,Facebook,Story,Sports,5698,157,490,50955,19,2.03,34.1285569105691,Low,False
POST_00431,Instagram,Carousel,Fashion,5175,345,37,15162,365,1.46,35.01753702260327,Low,False
POST_03600,LinkedIn,Article,Entertainment,1246,60,190,18174,130,0.67,43.34661354581674,Low,False
POST_04080,Instagram,Photo,Travel,5964,6,23,23239,245,15.03,19.442712392829304,Low,False
POST_03671,Instagram,Story,Fashion,3100,452,32,23976,359,0.94,34.09976617303195,Low,False
POST_01889,LinkedIn,Post,Education,1886,111,181,8202,41,84.58,42.37051792828685,Low,False
POST_02440,Instagram,Reel,Technology,1323,486,76,25276,463,0.6,41.04832424006235,Low,False
POST_02007,Twitter,Retweet,Business,602,159,23,13342,448,1.77,41.49396378269618,Low,False
POST_01904,Instagram,Reel,Entertainment,1831,271,140,18760,253,0.49,36.044427123928294,Low,False
POST_01184,YouTube,Community Post,Lifestyle,2126,347,1578,970846,4807,3.63,68.0741127348643,High,True
POST_00205,Facebook,Story,Lifestyle,7377,60,484,17092,598,3.26,59.636686991869915,Moderate,False
POST_02378,TikTok,Video,Technology,28725,169,3645,128950,1519,7.96,51.95580474934036,Moderate,False
POST_00087,LinkedIn,Poll,Business,1991,72,487,11149,31,0.7,59.835657370517936,Moderate,False
POST_00148,Facebook,Live,Lifestyle,7352,80,82,55616,795,4.34,54.481707317073166,Moderate,False
POST_03158,Instagram,Photo,Business,123,443,124,7449,152,1.61,33.50545596258768,Low,False
POST_00826,YouTube,Short,Health,16495,391,1179,216192,4734,4.08,72.63569937369519,High,True
POST_03295,YouTube,Live,Sports,128,562,1788,434951,2182,8.78,55.835073068893514,Moderate,False
POST_01602,Twitter,Tweet,Gaming,1786,122,1162,43801,212,0.93,46.408450704225345,Low,False
POST_03939,Instagram,Story,Entertainment,7648,260,249,5128,50,1.69,50.01363990646921,Moderate,False
POST_02766,YouTube,Community Post,Lifestyle,8375,389,65,350152,3205,3.87,35.05741127348643,Low,False
POST_02796,Facebook,Live,Education,415,11,257,78500,105,0.17,14.969512195121947,Low,False
POST_01944,LinkedIn,Article,Health,769,137,322,23766,48,6.13,46.49402390438247,Low,False
POST_03812,Facebook,Video,Gaming,7127,197,763,65820,375,3.03,64.13617886178862,High,True
POST_04997,Instagram,Reel,Lifestyle,2360,162,119,24501,777,1.06,49.596648480124706,Low,False
POST_00591,Instagram,Story,Fitness,6316,231,84,5360,667,3.02,50.161730319563524,Moderate,False
POST_01643,Facebook,Live,Business,3942,359,524,44884,405,3.51,57.177337398373986,Moderate,False
POST_03155,Twitter,Retweet,Fashion,1282,101,1025,76439,354,0.58,51.637323943661976,Moderate,False
POST_04385,TikTok,Stitch,Education,34091,1917,1382,343623,1764,22.67,53.38060686015831,Moderate,False
POST_00117,TikTok,Duet,Food,44613,1283,579,340988,923,10.15,36.071899736147756,Low,False
POST_03623,Instagram,Carousel,Entertainment,8101,466,83,7613,256,29.64,44.719407638347626,Low,False
POST_00037,Twitter,Retweet,Entertainment,3409,284,1785,28180,109,3.26,63.606639839034194,Moderate,False
POST_03632,Instagram,Story,Gaming,9211,278,12,47221,447,5.46,39.150428682774745,Low,False
POST_00506,Instagram,Reel,Business,1992,425,298,18215,732,1.94,76.13406079501168,High,True
POST_02142,Facebook,Story,Health,2411,77,797,12475,526,0.7,58.922764227642276,Moderate,False
POST_01861,TikTok,Duet,Travel,31379,1360,1807,80974,1989,8.13,54.56464379947229,Moderate,False
POST_04022,Instagram,Story,Technology,4130,403,33,11271,62,1.34,24.471940763834763,Low,False
POST_03038,YouTube,Live,Health,11361,666,493,512133,170,51.62,29.51983298538622,Low,False
POST_01729,TikTok,Duet,Health,5163,1595,2010,355579,1308,2.07,41.388522427440634,Low,False
POST_00352,TikTok,Video,Business,597,1779,4663,206664,181,4.5,47.45712401055409,Low,False
POST_02417,Twitter,Tweet,Sports,2873,236,612,81263,496,3.1,66.19718309859155,High,True
POST_01238,Facebook,Story,Lifestyle,6790,129,269,68071,771,2.78,61.006097560975604,Moderate,False
POST_01846,Instagram,Reel,Gaming,4140,471,229,12875,19,1.15,47.32462977396727,Low,False
POST_03433,TikTok,Stitch,Fitness,12566,238,902,300305,2789,10.31,43.70712401055409,Low,False
POST_02406,Facebook,Live,Gaming,5674,331,224,57125,758,1.76,64.3775406504065,High,True
POST_03920,TikTok,Duet,Fashion,45348,236,4566,84029,981,61.31,58.41358839050132,Moderate,False
POST_03471,Instagram,Reel,Food,7424,39,251,32826,422,2.08,55.35268901013251,Moderate,False
POST_03758,Twitter,Tweet,Business,3581,262,372,53956,315,1.64,52.502515090543255,Moderate,False
POST_01732,Facebook,Live,Fashion,4912,299,601,45897,639,55.26,69.9974593495935,High,True
POST_01084,TikTok,Stitch,Sports,10007,472,32,456095,2367,6.41,32.872691292875984,Low,False
POST_01189,Twitter,Thread,Gaming,1711,246,1900,67640,251,1.09,68.07092555331991,High,True
POST_02178,Facebook,Video,Lifestyle,7981,146,255,21207,87,8.02,33.72967479674796,Low,False
POST_03197,YouTube,Community Post,Food,19860,533,95,478060,4808,8.86,58.376826722338194,Moderate,False
POST_04734,YouTube,Short,Education,4797,301,1152,790266,4736,1.78,62.463465553235906,Moderate,False
POST_04577,Twitter,Poll,Sports,3389,25,114,50203,431,0.76,43.40291750503018,Low,False
POST_03364,Twitter,Tweet,Sports,3914,264,88,15481,497,1.64,61.31287726358148,Moderate,False
POST_01258,Facebook,Post,Business,6197,223,964,15429,17,4.45,54.02184959349593,Moderate,False
POST_00172,Instagram,Reel,Business,933,13,192,9915,855,0.24,53.32034294621979,Moderate,False
POST_00942,Facebook,Video,Gaming,7655,97,497,53021,157,1.76,42.6905487804878,Low,False
POST_00163,Facebook,Video,Fitness,6935,284,748,63309,515,5.74,73.05132113821138,High,True
POST_04798,TikTok,Duet,Entertainment,44692,807,2523,338393,1975,29.91,59.680079155672814,Moderate,False
POST_00009,Facebook,Post,Health,7278,270,132,20146,242,4.38,38.34095528455284,Low,False
POST_00514,TikTok,Duet,Fashion,9738,357,4809,149294,962,45.04,49.614116094986805,Low,False
POST_01927,Facebook,Video,Food,3672,289,68,46623,567,0.86,44.94664634146341,Low,False
POST_02311,Facebook,Post,Gaming,2407,146,440,21415,496,0.63,47.06808943089431,Low,False
POST_02478,TikTok,Duet,Business,30896,1051,1577,88127,1730,10.81,46.77440633245382,Low,False
POST_00810,Instagram,Carousel,Fitness,9196,201,43,22231,203,13.25,31.88425565081839,Low,False
POST_02633,Instagram,Reel,Entertainment,7200,358,88,14361,574,5.05,52.692907248636004,Moderate,False
POST_03297,Facebook,Story,Gaming,2650,319,106,3473,181,2.37,28.310467479674795,Low,False
POST_04396,TikTok,Stitch,Travel,10065,1339,333,59784,1756,2.49,34.56134564643799,Low,False
POST_00583,Facebook,Post,Sports,5997,233,243,65271,260,4.85,39.6875,Low,False
POST_04305,TikTok,Stitch,Business,2986,1066,815,188552,2912,0.99,48.19261213720316,Low,False
POST_00952,LinkedIn,Post,Entertainment,1555,33,303,16430,266,0.57,66.3496015936255,High,True
POST_01562,Instagram,Reel,Education,9565,183,98,1391,478,2.77,47.46102883865939,Low,False
POST_03809,Instagram,Photo,Food,2848,440,10,34761,641,1.63,41.463367108339824,Low,False
POST_04646,LinkedIn,Poll,Education,1037,115,352,17234,141,0.39,59.905378486055774,Moderate,False
POST_02189,TikTok,Stitch,Lifestyle,27415,638,1309,184577,605,7.79,26.563324538258577,Low,False
POST_02430,TikTok,Video,Technology,41653,1434,1946,464608,1942,63.38,58.176121372031666,Moderate,False
POST_03532,TikTok,Duet,Entertainment,37213,774,3658,155170,140,19.18,42.915567282321895,Low,False
POST_01019,YouTube,Video,Education,3823,385,518,803251,1548,1.83,30.09394572025052,Low,False
POST_00851,Instagram,Reel,Gaming,4518,492,260,28117,540,1.31,70.46570537802026,High,True
POST_01009,Instagram,Photo,Technology,6860,77,198,38630,607,2.95,57.3012470771629,Moderate,False
POST_01542,Instagram,Reel,Food,7043,466,159,41525,982,1.66,77.78254091971941,Very High,True
POST_01213,Instagram,Carousel,Technology,7965,264,193,22205,783,3.12,69.7252533125487,High,True
POST_01156,TikTok,Video,Food,2264,467,2632,249525,2142,2.49,46.49736147757256,Low,False
POST_02832,LinkedIn,Post,Education,1998,60,366,3811,100,61.12,58.66533864541833,Moderate,False
POST_04423,Facebook,Live,Food,1127,286,575,58292,513,1.26,55.731707317073166,Moderate,False
POST_02543,TikTok,Duet,Education,46736,997,4348,373793,956,11.19,61.56002638522426,Moderate,False
POST_00653,Facebook,Post,Sports,2500,28,943,5699,708,2.36,70.21595528455285,High,True
POST_03121,Twitter,Tweet,Fashion,1648,14,1768,4372,441,0.82,67.05482897384304,High,True
POST_04584,TikTok,Duet,Health,41964,173,1156,334705,155,23.23,22.110817941952504,Low,False
POST_01572,Instagram,Carousel,Gaming,3404,202,33,5243,769,2.82,41.856975837879965,Low,False
POST_04203,Instagram,Story,Technology,1330,446,285,14647,370,1.48,60.6215900233827,Moderate,False
POST_01526,Twitter,Poll,Travel,2011,121,596,88081,25,1.43,24.522132796780685,Low,False
POST_03849,LinkedIn,Article,Lifestyle,623,91,366,11267,114,1.76,53.06772908366534,Moderate,False
POST_00463,LinkedIn,Poll,Health,224,71,205,4236,71,0.11,31.195219123505975,Low,False
POST_02060,Facebook,Story,Education,2945,245,256,22836,314,9.03,37.05792682926829,Low,False
POST_03699,YouTube,Video,Travel,18852,282,525,151407,289,5.58,30.72025052192067,Low,False
POST_03350,Instagram,Story,Education,1716,226,154,12642,993,4.52,62.51558846453624,Moderate,False
POST_02017,Twitter,Thread,Technology,727,159,1785,47579,370,0.59,66.99698189134809,High,True
POST_01432,Facebook,Post,Fitness,2075,16,103,25632,41,8.46,9.042174796747968,Low,False
POST_02030,LinkedIn,Document,Business,173,94,250,28215,25,0.11,30.12948207171315,Low,False
POST_03335,TikTok,Duet,Technology,41086,236,3887,271116,1641,20.06,59.614116094986805,Moderate,False
POST_01649,TikTok,Duet,Entertainment,16594,593,3245,407894,818,6.12,39.20184696569921,Low,False
POST_04776,TikTok,Duet,Entertainment,24664,652,3977,378698,543,7.11,44.66358839050131,Low,False
POST_00041,Instagram,Carousel,Sports,9321,19,186,41261,428,15.31,50.30592361652376,Moderate,False
POST_01569,Facebook,Story,Fashion,3702,79,652,26293,117,1.8,37.825203252032516,Low,False
POST_02248,TikTok,Video,Travel,45677,1232,4349,105146,2341,1334.84,79.43271767810025,Very High,True
POST_01473,TikTok,Stitch,Health,6383,672,4136,204933,2161,23.31,59.854881266490764,Moderate,False
POST_04815,TikTok,Video,Health,39319,146,1138,39281,1976,39.35,42.49999999999999,Low,False
POST_04031,LinkedIn,Poll,Business,1983,111,178,22366,26,2.01,40.49800796812749,Low,False
POST_03156,Facebook,Post,Sports,4056,251,592,69488,368,2.6,53.71697154471544,Moderate,False
POST_04972,TikTok,Duet,Education,19504,1054,3312,355940,2851,8.52,69.37994722955145,High,True
POST_04033,Instagram,Story,Fashion,7421,406,247,13398,280,16.54,61.57638347622758,Moderate,False
POST_04450,LinkedIn,Post,Sports,1566,49,191,8896,48,0.52,34.92529880478087,Low,False
POST_01676,Twitter,Retweet,Technology,4374,141,1093,88834,367,1.36,64.56740442655935,High,True
POST_04074,Facebook,Video,Technology,5082,17,110,45929,292,5.88,25.93241869918699,Low,False
POST_03515,TikTok,Duet,Food,31462,1670,344,385322,2148,9.24,48.073878627968334,Low,False
POST_04135,Facebook,Live,Business,3353,182,104,31411,592,0.74,42.67530487804878,Low,False
POST_03551,TikTok,Duet,Technology,36025,1996,1454,415556,762,11.56,42.22295514511873,Low,False
POST_00376,Twitter,Tweet,Health,2042,68,225,10695,459,0.61,46.24748490945674,Low,False
POST_01396,TikTok,Stitch,Travel,30141,485,3390,328870,1958,15.25,58.364116094986805,Moderate,False
POST_04064,Twitter,Retweet,Travel,965,260,404,99573,324,0.37,45.39989939637827,Low,False
POST_02669,LinkedIn,Article,Gaming,263,74,336,10115,170,0.14,51.3695219123506,Moderate,False
POST_00357,Instagram,Story,Gaming,6456,55,66,34629,310,2.42,29.489477786438034,Low,False
POST_01828,YouTube,Video,Education,17957,119,1840,564200,572,5.32,52.09812108559498,Moderate,False
POST_03228,Twitter,Retweet,Business,3314,197,604,10514,21,1.88,32.112676056338024,Low,False
POST_00129,Instagram,Carousel,Lifestyle,5683,176,285,46030,63,2.12,49.31995323460639,Low,False
POST_03853,Facebook,Video,Food,7152,45,233,23254,451,1.87,43.39430894308942,Low,False
POST_00889,Instagram,Reel,Food,5428,277,190,805,387,1.27,52.04403741231488,Moderate,False
POST_02780,Instagram,Photo,Technology,2712,402,147,16628,318,1.15,44.48947778643804,Low,False
POST_03502,TikTok,Duet,Education,39402,618,469,475383,1334,204.3,33.15303430079155,Low,False
POST_02447,Twitter,Tweet,Business,4931,232,731,10017,105,1.9,46.62474849094567,Low,False
POST_02441,Facebook,Video,Food,7701,36,830,9102,756,2.44,78.26473577235771,Very High,True
POST_00095,TikTok,Stitch,Fitness,49362,99,782,444575,1406,99.95,36.09828496042216,Low,False
POST_03377,TikTok,Video,Entertainment,38299,1477,4398,290697,2171,13.32,77.1701846965699,Very High,True
POST_03044,Twitter,Thread,Business,2858,192,246,49917,449,34.59,54.60261569416498,Moderate,False
POST_03870,Instagram,Reel,Food,5723,356,111,34063,135,939.3,37.6734216679657,Low,False
POST_01723,Twitter,Poll,Food,2738,15,638,9463,29,6.21,21.97937625754527,Low,False
POST_00434,Instagram,Photo,Gaming,9974,382,253,10315,834,20.16,84.87918939984411,Very High,True
POST_00855,Instagram,Reel,Fitness,3189,210,7,49452,40,3.23,13.688620420888538,Low,False
POST_03296,Instagram,Photo,Travel,9227,466,115,31345,611,158.35,62.98129384255651,Moderate,False
POST_01606,Facebook,Story,Technology,7289,84,741,54126,669,4.52,73.2545731707317,High,True
POST_02573,Twitter,Retweet,Business,34,49,1679,38867,38,1.9,34.25804828973843,Low,False
POST_00667,Instagram,Photo,Health,8310,98,187,11643,691,4.15,61.37568199532346,Moderate,False
POST_03755,Twitter,Thread,Technology,649,11,541,70616,177,1.65,23.976358148893357,Low,False
POST_02094,Facebook,Live,Sports,4042,207,503,13682,569,1.84,58.2520325203252,Moderate,False
POST_02534,Instagram,Carousel,Lifestyle,7893,31,184,46265,858,2.67,63.6671862821512,Moderate,False
POST_03905,TikTok,Stitch,Sports,24710,166,3364,122702,445,39.64,35.87730870712401,Low,False
POST_03740,Facebook,Live,Gaming,7745,256,512,4545,28,3.1,43.11737804878049,Low,False
POST_04228,Facebook,Story,Fitness,7361,351,984,25219,650,4.48,90.55132113821138,Very High,True
POST_04376,Facebook,Post,Technology,5312,63,9,60651,224,1.27,22.068089430894307,Low,False
POST_01011,Instagram,Reel,Gaming,2061,420,191,11980,937,1.42,70.7560405300078,High,True
POST_01952,Instagram,Reel,Technology,2239,210,200,47498,180,1.31,39.24785658612626,Low,False
POST_02009,Instagram,Carousel,Sports,3653,24,121,2644,129,1.26,25.079890880748245,Low,False
POST_03703,Twitter,Retweet,Fitness,3101,213,753,83447,493,6.91,68.00050301810865,High,True
POST_00921,TikTok,Video,Gaming,15269,1402,50,389828,753,6.21,22.193271767810025,Low,False
POST_03032,Twitter,Retweet,Technology,1810,51,872,98225,214,0.81,37.65593561368209,Low,False
POST_02204,Instagram,Carousel,Health,942,54,108,19964,754,1.61,41.59976617303195,Low,False
POST_03330,LinkedIn,Post,Business,1064,99,206,14289,295,0.37,65.92131474103586,High,True
POST_01509,Facebook,Video,Sports,6874,304,50,40752,585,4.61,51.915650406504064,Moderate,False
POST_04978,Instagram,Carousel,Gaming,4378,52,209,39126,510,1.26,49.814886983632114,Low,False
POST_03120,Instagram,Reel,Technology,3752,21,192,10439,87,1.4,31.866718628215118,Low,False
POST_01805,Twitter,Poll,Sports,4644,141,1794,95870,350,25.37,76.67756539235413,High,True
POST_03667,TikTok,Duet,Gaming,11479,254,4775,53731,134,7.38,39.81860158311345,Low,False
POST_01988,Facebook,Video,Lifestyle,4424,203,139,18328,76,4.19,23.98882113821138,Low,False
POST_02216,Twitter,Tweet,Education,3274,45,905,52188,267,3.63,46.041247484909455,Low,False
POST_00480,Facebook,Live,Gaming,2373,109,864,46809,537,1.25,62.35264227642276,Moderate,False
POST_02650,Facebook,Story,Technology,3698,308,912,57582,790,1.7,85.03302845528455,Very High,True
POST_03175,Instagram,Photo,Fashion,4447,289,228,30407,365,1.39,54.296570537802026,Moderate,False
POST_04988,Facebook,Video,Food,7031,149,277,35093,42,18.04,30.241361788617887,Low,False
POST_04463,YouTube,Short,Gaming,12951,653,1437,174548,3313,231.83,68.33507306889352,High,True
POST_02482,TikTok,Video,Food,25223,169,3004,462102,2640,30.89,59.80540897097626,Moderate,False
POST_04355,Facebook,Post,Health,3011,123,746,42617,10,0.95,36.73018292682927,Low,False
POST_01210,YouTube,Community Post,Education,14121,530,1706,527406,683,33.71,54.1544885177453,Moderate,False
POST_01239,YouTube,Live,Food,17472,230,993,102216,4860,27.09,68.36638830897704,High,True
POST_01055,YouTube,Live,Travel,17146,709,857,633465,1353,4.13,48.06889352818371,Low,False
POST_00254,Twitter,Tweet,Travel,3444,69,1201,17363,335,5.11,58.43058350100604,Moderate,False
POST_00385,LinkedIn,Poll,Travel,419,100,169,7860,191,3.04,46.35956175298804,Low,False
POST_02238,Instagram,Carousel,Health,3391,355,221,24559,237,7.61,49.78371005455962,Low,False
POST_04986,Instagram,Reel,Sports,4717,423,243,26640,596,7.86,69.16796570537802,High,True
POST_04850,Instagram,Story,Technology,912,456,133,25432,657,0.56,53.43725643024162,Moderate,False
POST_02451,Twitter,Thread,Entertainment,3470,101,1352,30000,140,1.32,48.936116700201204,Low,False
POST_02219,TikTok,Video,Fashion,49362,1521,1046,311658,393,25.12,36.622691292875984,Low,False
POST_00194,Facebook,Post,Entertainment,2327,91,129,68496,144,0.72,18.5619918699187,Low,False
POST_02453,Facebook,Live,Health,139,151,410,65985,706,0.16,51.81656504065041,Moderate,False
POST_02258,Twitter,Tweet,Fitness,3534,121,1253,89633,259,2.6,56.841046277665995,Moderate,False
POST_01429,Facebook,Live,Sports,7579,273,938,24758,699,14.46,88.6204268292683,Very High,True
POST_04312,YouTube,Video,Business,2032,395,490,601884,4229,0.62,46.069937369519835,Low,False
POST_01838,Twitter,Poll,Business,631,117,1886,87089,284,0.63,60.19366197183098,Moderate,False
POST_01344,LinkedIn,Poll,Health,1031,43,51,1014,236,0.29,42.300796812749006,Low,False
POST_02145,Facebook,Story,Technology,3833,393,106,19912,505,8.92,47.61178861788618,Low,False
POST_04891,Twitter,Retweet,Fashion,1544,173,630,86000,303,0.86,45.387323943661976,Low,False
POST_04679,LinkedIn,Post,Fitness,235,78,230,23350,112,0.12,38.81474103585657,Low,False
POST_02810,LinkedIn,Article,Fitness,521,80,110,6334,189,0.17,41.1503984063745,Low,False
POST_00588,Instagram,Photo,Sports,9396,361,174,37193,894,9.74,76.51402961808262,High,True
POST_02680,Facebook,Story,Lifestyle,1918,3,186,7629,688,0.95,40.65802845528456,Low,False
POST_02854,YouTube,Community Post,Travel,14270,167,1316,190287,854,6.9,43.53340292275574,Low,False
